record_id,source,doi,pmid,year,venue,title,reviewer_decision,reviewer_reason_code,reviewer_notes,leakage_note,author_protocol_claim_seen,protocol_red_flag,protocol_red_flag_type,protocol_red_flag_note
SCR-0190,Scopus,10.1016/j.imu.2025.101728,,2026,Informatics in Medicine Unlocked,Evaluating cultural impact on subject-independent EEG-based emotion recognition approaches,include-candidate,include,EEG cross-subject emotion (journal),subject-independent (train/test subject-disjoint); cultural factors,subject-independent,no,,
SCR-0191,WoS/Scopus,10.1016/j.inffus.2023.102156,,2024,INFORMATION FUSION,Multi-view domain-adaptive representation learning for EEG-based emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0192,WoS,10.1016/j.inffus.2024.102338,,2024,INFORMATION FUSION,Online multi-hypergraph fusion learning for cross-subject emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0193,WoS,10.1016/j.inffus.2025.102982,,2025,INFORMATION FUSION,Application of transfer learning for biomedical signals: A comprehensive review of the last dec,exclude,non-primary-study,comprehensive review (transfer learning),,,,,
SCR-0194,WoS,10.1016/j.inffus.2025.103368,,2025,INFORMATION FUSION,Neurostressology: A systematic review of EEG-based automated mental stress perspectives,exclude,non-primary-study,systematic review (mental stress),,,,,
SCR-0195,WoS/Scopus,10.1016/j.inffus.2026.104329,,2026,INFORMATION FUSION,ASAC-Net: A novel multimodal alignment-complementary fusion framework for EEG-fNIRS emotion rec,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0196,WoS/Scopus,10.1016/j.ins.2022.07.121,,2022,INFORMATION SCIENCES,EEG-based cross-subject emotion recognition using Fourier-Bessel series expansion based empiric,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0197,WoS/Scopus,10.1016/j.ins.2024.121198,,2024,INFORMATION SCIENCES,EEG emotion recognition using EEG-SWTNS neural network through EEG spectral image,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0198,WoS,10.1016/j.ipm.2026.104745,,2026,INFORMATION PROCESSING \& MANAGEMENT,Hierarchical dynamic pattern analysis and adaptive fusion of multimodal physiological signals f,unclear-needs-fulltext,unclear-needs-fulltext,multimodal physiological; EEG unclear,,,,,
SCR-0199,WoS,10.1016/j.ipm.2026.104939,,2026,INFORMATION PROCESSING \& MANAGEMENT,MASSANet: Multiscale adaptive spectral-spatial dual-path attention network for motor imagery de,exclude,off-topic,off-topic: motor imagery decoding,,,,,
SCR-0200,WoS/Scopus,10.1016/j.jksuci.2019.11.003,,2022,JOURNAL OF KING SAUD UNIVERSITY COMPUT,Subject independent emotion recognition from EEG using VMD and deep learning,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0201,WoS/Scopus,10.1016/j.jksuci.2020.10.007,,2022,JOURNAL OF KING SAUD UNIVERSITY COMPUT,IDEA: Intellect database for emotion analysis using EEG signal,include-candidate,include,EEG cross-subject emotion (journal),own IDEA database; SD 98.5% / SI 88.57% (subject-disjoint),subject-independent; subject-dependent,no,,own/identifiable database
SCR-0202,WoS,10.1016/j.jksuci.2023.03.014,,2023,JOURNAL OF KING SAUD UNIVERSITY-COMPUT,Orthogonal semi-supervised regression with adaptive label dragging for cross-session EEG emotio,include-candidate,include,EEG cross-subject emotion (journal),semi-supervised regression + label propagation; labeled+unlabeled; cross-session,cross-session; semi-supervised,no,,
SCR-0203,WoS,10.1016/j.jneumeth.2023.109879,,2023,JOURNAL OF NEUROSCIENCE METHODS,EEG rhythm based emotion recognition using multivariate decomposition and ensemble machine clas,include-candidate,include,EEG cross-subject emotion (journal),10-fold CV (subject-mixed; near-ceiling) reported alongside LOSOCV,LOSOCV + 10-fold,yes,subject-mixed-kfold,reports subject-mixed 10-fold (near-ceiling ~98-99% mvFIF) alongside LOSOCV; headline inflated by subject-mixed fold
SCR-0204,WoS,10.1016/j.jneumeth.2023.109909,,2023,JOURNAL OF NEUROSCIENCE METHODS,SIFIAE: An adaptive emotion recognition model with EEG feature-label inconsistency consideratio,include-candidate,include,EEG cross-subject emotion (journal),semi-supervised cross-session; labeled+unlabeled; pseudo-labels,cross-session; semi-supervised,no,,
SCR-0205,WoS/Scopus,10.1016/j.jneumeth.2023.109978,,2023,JOURNAL OF NEUROSCIENCE METHODS,Joint domain symmetry and predictive balance for cross-dataset EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),cross-dataset UDA; domain symmetry + predictive balance; unlabeled target,cross-dataset; UDA,no,,
SCR-0206,WoS/Scopus,10.1016/j.jneumeth.2024.110276,,2024,JOURNAL OF NEUROSCIENCE METHODS,Cross-subject emotion recognition in brain-computer interface based on frequency band attention,include-candidate,include,EEG cross-subject emotion (journal),frequency-band attention GAN; domain-adversarial (GRL); unlabeled target; cross-subject; SEED,cross-subject; DA (adversarial),no,,
SCR-0207,WoS/Scopus,10.1016/j.jneumeth.2024.110317,,2025,JOURNAL OF NEUROSCIENCE METHODS,ST-SHAP: A hierarchical and explainable attention network for emotional EEG representation lear,include-candidate,include,EEG cross-subject emotion (journal),SD = 10-fold per subject; SI = LOSO; SEED/DREAMER,subject-dependent + subject-independent (LOSO),no,,
SCR-0208,WoS/Scopus,10.1016/j.jneumeth.2024.110358,,2025,JOURNAL OF NEUROSCIENCE METHODS,Emotion recognition based on EEG source signals and dynamic brain function network,include-candidate,include,EEG cross-subject emotion (journal),subject-independent (83.5%) + subject-dependent (88.93%); SVM/RF + CV,subject-independent + subject-dependent,no,,verify feature selection not on full data
SCR-0209,WoS/Scopus,10.1016/j.knosys.2022.109038,,2022,KNOWLEDGE-BASED SYSTEMS,Affect recognition from scalp-EEG using channel-wise encoder networks coupled with geometric de,include-candidate,include,EEG cross-subject emotion (journal),10-fold CV (subject-mixed ~88%) + LOSO (~64-70%); DEAP/DREAMER,subject-independent (LOSO) + 10-fold,yes,subject-mixed-kfold,reports subject-mixed 10-fold ~88% alongside LOSO ~64-70%; 10-fold inflates via subject/window mixing
SCR-0210,WoS/Scopus,10.1016/j.knosys.2023.110372,,2023,KNOWLEDGE-BASED SYSTEMS,EEG emotion recognition based on the attention mechanism and pre-trained convolution capsule ne,include-candidate,include,EEG cross-subject emotion (journal),SD = 10/40-fold; SI = 32-fold (LOSO subject-disjoint) on DEAP,subject-dependent + subject-independent (LOSO),no,,
SCR-0211,WoS/Scopus,10.1016/j.knosys.2023.110756,,2023,KNOWLEDGE-BASED SYSTEMS,MTLFuseNet: A novel emotion recognition model based on deep latent feature fusion of EEG signal,include-candidate,include,EEG cross-subject emotion (journal),subject-independent LOSO-CV; DEAP/DREAMER,subject-independent; LOSO,no,,
SCR-0212,WoS/Scopus,10.1016/j.knosys.2023.111011,,2023,KNOWLEDGE-BASED SYSTEMS,Cross-subject EEG linear domain adaption based on batch normalization and depthwise convolution,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0213,WoS/Scopus,10.1016/j.knosys.2023.111137,,2024,KNOWLEDGE-BASED SYSTEMS,DA-CapsNet: A multi-branch capsule network based on adversarial domain adaption for cross-subje,include-candidate,include,EEG cross-subject emotion (journal),adversarial DA capsule; no target labels; SEED SI 84.63%,cross-subject; UDA,no,,
SCR-0214,WoS/Scopus,10.1016/j.knosys.2023.111199,,2024,KNOWLEDGE-BASED SYSTEMS,Functional connectivity-enhanced feature-grouped attention network for cross-subject EEG emotio,include-candidate,include,EEG cross-subject emotion (journal),subject-independent emotion; functional connectivity + attention,subject-independent,no,,split-level not shown in extracted text; SI framed
SCR-0215,WoS/Scopus,10.1016/j.knosys.2024.112587,,2024,KNOWLEDGE-BASED SYSTEMS,Emotion recognition using cross-modal attention from EEG and facial expression,include-candidate,include,EEG cross-subject emotion (journal),ten-fold CV + LOSO (DEAP); EEG+facial; LOSO arm for cross-subject,LOSO + 10-fold,no,,
SCR-0216,WoS/Scopus,10.1016/j.knosys.2024.112599,,2024,KNOWLEDGE-BASED SYSTEMS,MAS-DGAT-Net: A dynamic graph attention network with multibranch feature extraction and staged ,include-candidate,include,EEG cross-subject emotion (journal),SD = 10-fold; SI = leave-one-subject-out; SEED/SEED-IV/DEAP,subject-dependent + subject-independent (LOSO),no,,
SCR-0217,WoS/Scopus,10.1016/j.knosys.2024.112669,,2024,KNOWLEDGE-BASED SYSTEMS,Semi-supervised pairwise transfer learning based on multi-source domain adaptation: A case on E,include-candidate,include,EEG cross-subject emotion (journal),semi-supervised pairwise MS-DA; few target labels; source selection,cross-subject; semi-supervised DA,no,,
SCR-0218,WoS/Scopus,10.1016/j.knosys.2024.112770,,2025,KNOWLEDGE-BASED SYSTEMS,GCD-JFSE: Graph-based class-domain knowledge joint feature selection and ensemble learning for ,include-candidate,include,EEG cross-subject emotion (journal),feature selection + ensemble; LOSO cross-subject + cross-session; SEED/SEED-IV/DREAMER,cross-subject/cross-session; LOSO,no,,
SCR-0219,WoS/Scopus,10.1016/j.knosys.2024.112826,,2025,KNOWLEDGE-BASED SYSTEMS,The mitigation of heterogeneity in temporal scale among different cortical regions for EEG emot,include-candidate,include,EEG cross-subject emotion (journal),leakage-aware: SD=10-fold cross-trial (no trial in both); SI=LOSO; DEAP/DREAMER/PhyMER,subject-dependent + subject-independent (LOSO); cross-trial,no,,explicitly avoids trial leakage
SCR-0220,WoS/Scopus,10.1016/j.knosys.2025.113018,,2025,KNOWLEDGE-BASED SYSTEMS,VAE-CapsNet: A common emotion information extractor for cross-subject emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),MSMAE pretrain(unlabeled)+finetune few labels; cross-session/subject/dataset,cross-subject/cross-session/cross-dataset,unclear,cross-session-labelled-cross-subject,verify cross-session vs cross-subject terminology (project noted VAE-CapsNet labels leave-one-session-out as 'LOSO')
SCR-0221,WoS/Scopus,10.1016/j.knosys.2025.113238,,2025,KNOWLEDGE-BASED SYSTEMS,Multi-modal supervised domain adaptation with a multi-level alignment strategy and consistent d,include-candidate,include,EEG cross-subject emotion (journal),supervised multi-modal DA; limited labeled target; LOSO; SEED/SEED-IV/SEED-V,cross-subject LOSO; supervised DA (target labels),no,,disclosed target-label use
SCR-0222,WoS/Scopus,10.1016/j.knosys.2025.113368,,2025,KNOWLEDGE-BASED SYSTEMS,Domain Adversarial Neural Network with Reliable Pseudo-labels Iteration for cross-subject EEG e,include-candidate,include,EEG cross-subject emotion (journal),domain adversarial + reliable pseudo-labels; unlabeled target; cross-subject,cross-subject; UDA,no,,
SCR-0223,WoS/Scopus,10.1016/j.knosys.2025.113613,,2025,KNOWLEDGE-BASED SYSTEMS,LGDAAN-Nets: A local and global domain adversarial attention neural networks for EEG emotion re,include-candidate,include,EEG cross-subject emotion (journal),local+global domain adversarial attention; unlabeled target; cross-subject,cross-subject; UDA,no,,
SCR-0224,WoS/Scopus,10.1016/j.knosys.2025.113938,,2025,KNOWLEDGE-BASED SYSTEMS,UMDA-DDSTGN: An unsupervised meta-domain adaptation method using dynamic directed spatial-tempo,include-candidate,include,EEG cross-subject emotion (journal),unsupervised meta-DA; small unlabeled target; cross-subject,cross-subject; UDA (meta),no,,
SCR-0225,WoS/Scopus,10.1016/j.knosys.2025.114115,,2025,KNOWLEDGE-BASED SYSTEMS,Spatiotemporal isomorphic cross-brain region interaction network for cross-subject EEG emotion ,include-candidate,include,EEG cross-subject emotion (journal),DANN + source selection; unlabeled target; cross-subject,cross-subject; UDA,no,,
SCR-0226,WoS/Scopus,10.1016/j.knosys.2025.114318,,2025,KNOWLEDGE-BASED SYSTEMS,ProDG: A proxy-domain-guiding strategy for multi-source-free domain adaptation in EEG emotion r,include-candidate,include,EEG cross-subject emotion (journal),multi-source-free DA; source model + unlabeled target (no source data); subject-independent,subject-independent; source-free DA,no,,
SCR-0227,WoS/Scopus,10.1016/j.knosys.2025.114650,,2025,KNOWLEDGE-BASED SYSTEMS,Fine-grained label propagation via density-based prototype matching for cross-subject EEG emoti,include-candidate,include,EEG cross-subject emotion (journal),density-based prototype label propagation; LOSO; unlabeled/limited target; SEED/SEED-IV,cross-subject LOSO; DA,no,,
SCR-0228,WoS/Scopus,10.1016/j.knosys.2025.115092,,2026,KNOWLEDGE-BASED SYSTEMS,IDFG: Information-Regularized Diversity-Fidelity Graph for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),diversity-fidelity graph; source->unseen target (DA/DG); SEED/SEED-IV,cross-subject; DA/DG,no,,
SCR-0229,WoS/Scopus,10.1016/j.knosys.2026.115551,,2026,KNOWLEDGE-BASED SYSTEMS,Estimating dynamical affective state via domain-to-modality level feature integration from eye ,unclear-needs-fulltext,unclear-needs-fulltext,affective state from eye signals; EEG unclear,leave-one-session-out + cross-subject; segment-disjoint (leakage-controlled); affective-state regression,cross-subject + subject-specific; leave-one-session-out,no,,full text confirms EEG; segment-level leakage controlled
SCR-0230,Scopus,10.1016/j.knosys.2026.116250,,2026,Knowledge-Based Systems,Deep learning-based emotion recognition using unimodal facial expressions or physiological sign,unclear-needs-fulltext,unclear-needs-fulltext,facial or physiological; EEG unclear,,,,,
SCR-0231,WoS/Scopus,10.1016/j.measurement.2019.107003,,2020,MEASUREMENT,Dynamic entropy-based pattern learning to identify emotions from EEG signals across individuals,include-candidate,include,EEG cross-subject emotion (journal),subject-independent (trained on other individuals); entropy patterns,subject-independent,no,,
SCR-0232,WoS/Scopus,10.1016/j.measurement.2022.111724,,2022,MEASUREMENT,Deep feature pyramid network for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),70/30 within-subject CV (near-ceiling 94-97% DEAP; SD) + LOSO (SEED/DEAP ~80%),subject-dependent (70/30) + subject-independent (LOSO),unclear,claim-method-mismatch-suspected,70/30 within-subject CV gives near-ceiling 94-97% on DEAP; risk of citation as generic/cross-subject; LOSO ~80% reported separately
SCR-0233,WoS/Scopus,10.1016/j.measurement.2022.112379,,2023,MEASUREMENT,TMLP plus SRDANN: A domain adaptation method for EEG-based emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),MLP + adversarial UDA; unlabeled target; subject-independent,subject-independent; UDA,no,,
SCR-0234,WoS/Scopus,10.1016/j.mex.2025.103468,,2025,METHODSX,A comparative analysis of emotion recognition from EEG signals using temporal features and hype,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0235,WoS/Scopus,10.1016/j.micpro.2020.103381,,2021,MICROPROCESSORS AND MICROSYSTEMS,An EEG emotion recognition method based on transfer learning and echo state network for HilCPS,include-candidate,include,EEG cross-subject emotion (journal),TCA transfer + echo state net; leave-one-participant-out (LOSO); DEAP,subject-independent LOSO; transfer (TCA),no,,
SCR-0236,WoS/Scopus,10.1016/j.neucom.2020.12.098,,2021,NEUROCOMPUTING,NeuroSense: Short-term emotion recognition and understanding based on spiking neural network mo,include-candidate,include,EEG cross-subject emotion (journal),SNN; subject-independent LOSO-CV; Inf-FS feature selection,subject-independent; LOSO,no,,hyperparams tuned to maximize LOSO accuracy (mild optimism)
SCR-0237,WoS/Scopus,10.1016/j.neucom.2021.03.105,,2021,NEUROCOMPUTING,Differences first in asymmetric brain: A bi-hemisphere discrepancy convolutional neural network,include-candidate,include,EEG cross-subject emotion (journal),SD (94%; within-subject) + SI (68%; subject-disjoint) on DEAP,subject-dependent + subject-independent,no,,
SCR-0238,WoS/Scopus,10.1016/j.neucom.2021.05.064,,2021,NEUROCOMPUTING,Progressive low-rank subspace alignment based on semi-supervised joint domain adaption for pers,include-candidate,include,EEG cross-subject emotion (journal),progressive low-rank subspace; semi-supervised joint DA; source+target,cross-subject; semi-supervised DA,no,,
SCR-0239,WoS/Scopus,10.1016/j.neucom.2022.09.078,,2022,NEUROCOMPUTING,Cross-individual affective detection using EEG signals with audio-visual embedding,include-candidate,include,EEG cross-subject emotion (journal),leave-one-individual-out (LOSO); DANN; unlabeled target; audio-visual embedding,cross-individual (LOSO); UDA,no,,
SCR-0240,WoS,10.1016/j.neucom.2024.128354,,2024,NEUROCOMPUTING,Toward cross-subject and cross-session generalization in EEG-based emotion recognition: Systema,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0241,WoS/Scopus,10.1016/j.neucom.2024.128445,,2024,NEUROCOMPUTING,GNN-based multi-source domain prototype representation for cross-subject EEG emotion recognitio,include-candidate,include,EEG cross-subject emotion (journal),GNN multi-source prototype DA; target similarity; SEED/SEED-IV,subject-independent; UDA,no,,
SCR-0242,WoS/Scopus,10.1016/j.neucom.2024.129315,,2025,NEUROCOMPUTING,SEDA-EEG: A semi-supervised emotion recognition network with domain adaptation for cross-subjec,include-candidate,include,EEG cross-subject emotion (journal),semi-supervised DA; unlabeled target + offline pseudo-labels; subject-independent,subject-independent; semi-supervised DA,no,,
SCR-0243,WoS/Scopus,10.1016/j.neucom.2025.130254,,2025,NEUROCOMPUTING,Dual filtration subdomain adaptation network for cross-subject EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),dual filtration subdomain UDA; GRL+MMD; source selection; cross-subject/session,cross-subject/cross-session; UDA,no,,
SCR-0244,WoS/Scopus,10.1016/j.neucom.2025.131390,,2025,NEUROCOMPUTING,Parameter-efficient hierarchical spatio-temporal graph network with specialized label smoothing,include-candidate,include,EEG cross-subject emotion (journal),SD (F1 96.82%; DREAMER 5-class) + SI (F1 78.34%),subject-dependent + subject-independent,no,,
SCR-0245,WoS/Scopus,10.1016/j.neucom.2025.131715,,2025,NEUROCOMPUTING,UDA-DDA: Unsupervised domain adaptation with dynamic distribution alignment network for emotion,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0246,WoS/Scopus,10.1016/j.neucom.2025.131749,,2025,NEUROCOMPUTING,Dynamic sparse directed graph convolutional network with attention mechanisms for EEG emotion r,include-candidate,include,EEG cross-subject emotion (journal),dynamic sparse directed GCN; LOSO-CV; DE features; SEED/SEED-IV,subject-independent; LOSO,no,,
SCR-0247,WoS/Scopus,10.1016/j.neucom.2025.131767,,2025,NEUROCOMPUTING,A multi-branch electroencephalogram emotion recognition framework based on cross-subject or cro,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0248,WoS,10.1016/j.neucom.2025.132235,,2026,NEUROCOMPUTING,EEG-based fusion approaches in multimodal emotion recognition: An in-depth review,exclude,non-primary-study,in-depth review,,,,,
SCR-0249,WoS/Scopus,10.1016/j.neucom.2025.132368,,2026,NEUROCOMPUTING,FDDGNet: An information bottleneck-inspired feature disentanglement network for cross-subject E,include-candidate,include,EEG cross-subject emotion (journal),feature disentanglement DA; source+target training; cross-subject,cross-subject; DA,no,,
SCR-0250,WoS/Scopus,10.1016/j.neucom.2026.132881,,2026,NEUROCOMPUTING,PL-DCP: A pairwise learning framework with domain and class prototypes for EEG emotion recognit,include-candidate,include,EEG cross-subject emotion (journal),pairwise learning; domain+class prototypes; NO target data in training (DG),cross-subject; DG (no target access),no,,
SCR-0251,Scopus,10.1016/j.neucom.2026.134158,,2026,Neurocomputing,Cross-subject EEG-based emotion recognition leveraging multi-source domain adaptation with curr,include-candidate,include,EEG cross-subject emotion (journal),multi-source DA + curriculum (bandit target selection); unlabeled target; cross-subject,cross-subject; UDA,no,,
SCR-0252,WoS/Scopus,10.1016/j.neucom.2026.134162,,2026,NEUROCOMPUTING,Robust emotion recognition via bi-level self-supervised continual learning,include-candidate,include,EEG cross-subject emotion (journal),self-supervised online continual; unlabeled streams; pseudo-labels,continual/self-supervised; split unclear,unclear,target-access-unclear,online continual self-supervised on unlabeled streams; train/test subject split not specified in extracted text
SCR-0253,Scopus,10.1016/j.neunet.2023.03.039,,2023,Neural Networks,A novel semi-supervised meta learning method for subject-transfer brain–computer interface,unclear-needs-fulltext,unclear-needs-fulltext,subject-transfer BCI; construct unclear,,,,,
SCR-0254,Scopus,10.1016/j.neunet.2024.106617,,2024,Neural Networks,Contrastive fine-grained domain adaptation network for EEG-based vigilance estimation,exclude,off-topic,off-topic: vigilance estimation,,,,,
SCR-0255,WoS/Scopus,10.1016/j.neunet.2024.106624,,2024,NEURAL NETWORKS,Emotion recognition using hierarchical spatial-temporal learning transformer from regional to g,include-candidate,include,EEG cross-subject emotion (journal),hierarchical transformer (R2G-STLT); LOSO; DEAP/SEED/SEED-IV,subject-independent; LOSO,no,,SEED accuracy high-end (~95) but LOSO stated
SCR-0256,WoS/Scopus,10.1016/j.neunet.2024.106643,,2024,NEURAL NETWORKS,SFT-SGAT: A semi-supervised fine-tuning self-supervised graph attention network for emotion rec,include-candidate,include,EEG cross-subject emotion (journal),semi-supervised fine-tuning self-supervised GAT; LOSO; cross-subject,cross-subject LOSO; semi-supervised,no,,
SCR-0257,WoS/Scopus,10.1016/j.neunet.2024.106742,,2024,NEURAL NETWORKS,Multi-source Selective Graph Domain Adaptation Network for cross-subject EEG emotion recognitio,include-candidate,include,EEG cross-subject emotion (journal),multi-source selective graph UDA; unlabeled target; cross-subject,cross-subject; UDA,no,,
SCR-0258,WoS,10.1016/j.neunet.2025.107363,,2025,NEURAL NETWORKS,Length Uncertainty-Aware Graph Contrastive Fusion Network for multimodal physiological signal e,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0259,WoS/Scopus,10.1016/j.neunet.2025.107614,,2025,NEURAL NETWORKS,SASD-MCL: Semi-supervised alignment self-distillation with mixed contrastive learning for cross,include-candidate,include,EEG cross-subject emotion (journal),semi-supervised alignment self-distillation; LOSO; labeled+unlabeled; SEED/SEED-IV,cross-subject LOSO; semi-supervised,no,,
SCR-0260,WoS/Scopus,10.1016/j.neunet.2025.108324,,2026,NEURAL NETWORKS,Cross-subject emotion recognition with loop adaptive adversarial transfer network,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0261,WoS/Scopus,10.1016/j.neunet.2026.108676,,2026,NEURAL NETWORKS,A knowledge-driven self-supervised learning method for enhancing EEG-based emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),knowledge-driven self-supervised; subject-independent; uses unlabeled target; SEED/DREAMER,subject-independent; self-supervised/DA,no,,
SCR-0262,WoS/Scopus,10.1016/j.neunet.2026.109016,,2026,NEURAL NETWORKS,PDGCN: A progressive dual-branch graph convolution network for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),progressive dual-branch GCN; LOSO (subject-level; multi-session concatenated; no per-session avg),subject-independent; LOSO,no,,
SCR-0263,WoS,10.1016/j.neunet.2026.109022,,2026,NEURAL NETWORKS,Spike-hammer: An efficient spike-driven hybrid architecture for multi-modal emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),spike-driven hybrid; LOSO; DEAP/MAHNOB; multimodal,cross-subject LOSO,no,,
SCR-0264,Scopus,10.1016/j.neuri.2025.100219,,2025,Neuroscience Informatics,Deep learning model for patient emotion recognition using EEG-tNIRS data,include-candidate,include,EEG cross-subject emotion (journal),SD = within-subject 5-fold (98.77%; 1s windows; inflated) + cross-subject (lower); EEG-tNIRS,subject-dependent + cross-subject,no,,SD window-level 5-fold inflates SD; labelled SD
SCR-0265,WoS/Scopus,10.1016/j.neuropsychologia.2020.107506,,2020,NEUROPSYCHOLOGIA,Emotion recognition with convolutional neural network and EEG-based EFDMs,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0266,WoS/Scopus,10.1016/j.neuroscience.2025.01.049,,2025,NEUROSCIENCE,A temporal-spatial feature fusion network for emotion recognition with individual differences r,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0267,WoS/Scopus,10.1016/j.patcog.2020.107626,,2021,PATTERN RECOGNITION,A prototype-based SPD matrix network for domain adaptation EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),prototype SPD matrix DA; unlabeled target; cross-subject,cross-subject; DA,no,,
SCR-0268,WoS/Scopus,10.1016/j.patcog.2022.108833,,2022,PATTERN RECOGNITION,Visual-to-EEG cross-modal knowledge distillation for continuous emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),two schemes: trial-level random shuffle (TRS 10-fold; subject-mixed) + LOSO (24-fold); distinguished with p-values,LOSO + trial-level random shuffle,no,,transparent about TRS (subject-mixed) vs LOSO; report both
SCR-0269,WoS/Scopus,10.1016/j.patcog.2025.112143,,2026,PATTERN RECOGNITION,Hierarchical feature distillation model via dual-stage projections and graph embedding label pr,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0270,WoS/Scopus,10.1016/j.patcog.2025.112775,,2026,PATTERN RECOGNITION,EmoEEG: A transferable generalist framework for EEG emotion recognition via information bottlen,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0271,WoS/Scopus,10.1016/j.patcog.2026.113626,,2026,PATTERN RECOGNITION,Multi-scale cross-domain and class-wise kernel discriminative alignment for EEG-based emotion r,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0272,WoS/Scopus,10.1016/j.physa.2022.127700,,2022,PHYSICA A-STATISTICAL MECHANICS AND IT,A Transformer based neural network for emotion recognition and visualizations of crucial EEG ch,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0273,WoS,10.1016/j.physbeh.2022.113847,,2022,PHYSIOLOGY \& BEHAVIOR,An intelligent neuromarketing system for predicting consumers' future choice from electroenceph,exclude,off-topic,off-topic: neuromarketing/consumer choice,,,,,
SCR-0274,Scopus,10.1016/j.sleepe.2026.100137,,2026,Sleep Epidemiology,Hybrid vision transformer–BiLSTM for EEG-based sleep apnea severity classification,exclude,off-topic,off-topic: sleep apnea severity,,,,,
SCR-0275,Scopus,10.1016/j.smhl.2021.100261,,2022,Smart Health,"EEG classification with spiking neural network: Smaller, better, more energy efficient",unclear-needs-fulltext,unclear-needs-fulltext,generic EEG classification; construct unclear,,,,,
SCR-0276,WoS/Scopus,10.1016/j.smhl.2026.100650,,2026,SMART HEALTH,Efficient composite stacked graph convolution architecture with improved black-hole optimizatio,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0277,WoS/PubMed,10.1038/s41597-023-02650-w,,2023,SCIENTIFIC DATA,A Large Finer-grained Affective Computing EEG Dataset,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0278,PubMed,10.1038/s41597-025-05957-y,41120372,2025,,CIRE: A Chinese EEG Dataset for decoding speech intention modulated by prosodic  emotion.,exclude,off-topic,off-topic: speech-intention dataset,,,,,
SCR-0279,WoS/Scopus,10.1038/s41598-021-00812-7,,2021,SCIENTIFIC REPORTS,EEG-based detection of emotional valence towards a reproducible measurement of emotions,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0280,WoS/Scopus/PubMed,10.1038/s41598-022-14217-7,,2022,SCIENTIFIC REPORTS,Accurate emotion recognition using Bayesian model based EEG sources as dynamic graph convolutio,include-candidate,include,EEG cross-subject emotion (journal),SD = within-subject trial split; SI = 40% subjects train / 40% test (subject-disjoint),subject-dependent + subject-independent,no,,
SCR-0281,WoS/PubMed,10.1038/s41598-024-70508-1,,2024,SCIENTIFIC REPORTS,Evaluation of perceived urgency from single-trial EEG data elicited by upper-body vibration fee,exclude,off-topic,off-topic: perceived urgency,,,,,
SCR-0282,WoS/Scopus/PubMed,10.1038/s41598-025-13289-5,,2025,SCIENTIFIC REPORTS,Cross-subject EEG signals-based emotion recognition using contrastive learning,include-candidate,include,EEG cross-subject emotion (journal),completeness-induced broad learning; source-target alignment; cross-subject,cross-subject; transfer/DA,no,,
SCR-0283,WoS/Scopus/PubMed,10.1038/s41598-025-98404-2,,2025,SCIENTIFIC REPORTS,EmoTrans attention based emotion recognition using EEG signals and facial analysis with expert ,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0284,WoS/Scopus/PubMed,10.1038/s41598-025-98623-7,,2025,SCIENTIFIC REPORTS,SS-EMERGE - self-supervised enhancement for multidimension emotion recognition using GNNs for E,include-candidate,include,EEG cross-subject emotion (journal),LOSO (92.35/81.51 SEED/SEED-IV); explicitly contrasts subject-pooled 80-20 random-split leakage,subject-independent; LOSO,no,,leakage-aware exhibit
