record_id,source,doi,pmid,year,venue,title,reviewer_decision,reviewer_reason_code,reviewer_notes,leakage_note,author_protocol_claim_seen,protocol_red_flag,protocol_red_flag_type,protocol_red_flag_note
SCR-0485,IEEE/Scopus,10.1109/taffc.2026.3674803,,2026,IEEE Transactions on Affective Computi,An EEG-Based Multi-Source Domain Knowledge Transfer Framework for Cross-Session and Cross-Subje,include-candidate,include,EEG cross-subject emotion (journal),multi-source knowledge transfer (MS-KTF); unlabeled target; triplet + KD; cross-session/subject,cross-session/cross-subject; UDA,no,,
SCR-0486,IEEE/Scopus,10.1109/taffc.2026.3681271,,2026,IEEE Transactions on Affective Computi,Spatiotemporal Alignment for EEG-fNIRS Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0487,IEEE,10.1109/taffc.2026.3684827,,2026,IEEE Transactions on Affective Computi,Data Distribution Evolution for Robust EEG Emotion Recognition with Limited Data Resource,include-candidate,include,EEG cross-subject emotion (journal),data distribution evolution; cross-subject LOSO + intra-subject; limited data,cross-subject LOSO + intra-subject,no,,
SCR-0488,IEEE,10.1109/taffc.2026.3691107,,2026,IEEE Transactions on Affective Computi,A Low-Rank Approximation based Multi-modal Multi-level Disentangling Network for Efficient Emot,include-candidate,include,EEG cross-subject emotion (journal),low-rank multimodal disentangling; pretrain + fine-tune; plug-and-play DA (target data),cross-subject; DA/fine-tune,no,,
SCR-0489,IEEE,10.1109/taffc.2026.3691981,,2026,IEEE Transactions on Affective Computi,DTHFormer: Dual Token Hierarchical Transformer Network for Fine-Grained Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),dual token transformer; LOSOCV; SD + SI; CASE/CEAP/AVDOS (multimodal),subject-independent; LOSO,no,,
SCR-0490,IEEE/Scopus,10.1109/taffc.2026.3695876,,2026,IEEE Transactions on Affective Computi,Multimodal Functional Maximum Correlation for Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),functional max correlation; SD + SI (fixed splits + 5-fold); CEAP-360VR/MAHNOB; EEG SI very low (~33%),subject-dependent + subject-independent,no,,realistic low SI (clean)
SCR-0491,IEEE/Scopus,10.1109/taffc.2026.3697884,,2026,IEEE Transactions on Affective Computi,ST-SNN-DSFE: A Spatio-Temporal Hybrid Network for EEG-based Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),spatio-temporal SNN; SD + SI; SEED/SEED-IV (same settings as baselines),subject-dependent + subject-independent,no,,
SCR-0492,IEEE/WoS/Scopus,10.1109/tbdata.2024.3489419,,2025,IEEE Transactions on Big Data,AnesFormer: An End-to-End Framework for EEG-Based Anesthetic State Classification,exclude,off-topic,off-topic: anesthetic-state classification,,,,,
SCR-0493,PubMed/PubMed,10.1109/tbme,38231823,2024,,A Spatiotemporal Deep Learning Framework for Scalp EEG-Based Automated Pain  Assessment in Chil,exclude,off-topic,off-topic: pain assessment,,,,,
SCR-0494,IEEE/WoS/PubMed,10.1109/tbme.2010.2048568,,2010,IEEE Transactions on Biomedical Engine,EEG-Based Emotion Recognition in Music Listening,include-candidate,include,EEG cross-subject emotion (journal),10x 10-fold CV (subject-dependent); 'subject-independent' = common feature set (not eval); music-listening EEG,subject-dependent; subject-independent features,no,,'subject-independent' refers to common features not eval protocol
SCR-0495,IEEE/WoS/PubMed,10.1109/tbme.2017.2693157,,2018,IEEE Transactions on Biomedical Engine,EEG-Based Affect and Workload Recognition in a Virtual Driving Environment for ASD Intervention,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0496,IEEE/WoS/Scopus,10.1109/tbme.2025.3613730,,2026,IEEE Transactions on Biomedical Engine,Self-Supervised Contrastive Pre-Training for EEG-Based Recognition via Cross Device Representat,unclear-needs-fulltext,unclear-needs-fulltext,cross-device EEG recognition; construct unclear,,,,,
SCR-0497,IEEE/WoS/Scopus/PubMed,10.1109/tcbb.2020.3018137,,2021,IEEE/ACM Transactions on Computational,Subject-Independent Emotion Recognition of EEG Signals Based on Dynamic Empirical Convolutional,include-candidate,include,EEG cross-subject emotion (journal),DECNN; subject-independent; DDE features; sliding window,subject-independent,no,,
SCR-0498,WoS,10.1109/tcbb.2021.3052811,,2021,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL,EEG-Based Brain-Computer Interfaces (BCIs): A Survey of Recent Studies on Signal Sensing Techno,exclude,non-primary-study,survey,,,,,
SCR-0499,IEEE/WoS/Scopus,10.1109/tcds.2018.2826840,,2019,IEEE Transactions on Cognitive and Dev,Domain Adaptation Techniques for EEG-Based Emotion Recognition: A Comparative Study on Two Publ,include-candidate,include,EEG cross-subject emotion (journal),DA comparative study; within-dataset LOSO-CV + cross-dataset; two datasets,subject-independent LOSO; DA,no,,
SCR-0500,IEEE/WoS/Scopus,10.1109/tcds.2019.2949306,,2020,IEEE Transactions on Cognitive and Dev,Domain Adaptation for EEG Emotion Recognition Based on Latent Representation Similarity,include-candidate,include,EEG cross-subject emotion (journal),DA latent representation similarity; unlabeled target; cross-subject + cross-session,cross-subject/cross-session; UDA,no,,
SCR-0501,IEEE,10.1109/tcds.2020.2999337,,2021,IEEE Transactions on Cognitive and Dev,A Novel Bi-Hemispheric Discrepancy Model for EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),bi-hemispheric discrepancy + domain adversarial; unlabeled target; cross-subject,cross-subject; UDA,no,,
SCR-0502,IEEE,10.1109/tcds.2020.3007453,,2022,IEEE Transactions on Cognitive and Dev,Transfer Learning for EEG-Based Brain–Computer Interfaces: A Review of Progress Made Since 2016,exclude,non-primary-study,review (transfer learning),,,,,
SCR-0503,IEEE/WoS/Scopus,10.1109/tcds.2021.3051465,,2021,IEEE Transactions on Cognitive and Dev,EEG Emotion Recognition Based on 3-D Feature Representation and Dilated Fully Convolutional Net,include-candidate,include,EEG cross-subject emotion (journal),3D feature + dilated FCN; SD (tenfold per subject) + SI (LOSO); DEAP/DREAMER,subject-dependent + subject-independent (LOSO),no,,
SCR-0504,IEEE/WoS,10.1109/tcds.2021.3082803,,2022,IEEE Transactions on Cognitive and Dev,"GFIL: A Unified Framework for the Importance Analysis of Features, Frequency Bands, and Channel",include-candidate,include,EEG cross-subject emotion (journal),GFIL importance analysis; cross-session (SEED-IV); label propagation + DA,cross-session; DA,no,,
SCR-0505,IEEE/WoS/Scopus,10.1109/tcds.2021.3098842,,2022,IEEE Transactions on Cognitive and Dev,Can Emotion Be Transferred?—A Review on Transfer Learning for EEG-Based Emotion Recognition,exclude,non-primary-study,review (transfer learning),,,,,
SCR-0506,WoS,10.1109/tcds.2021.3137251,,2022,IEEE TRANSACTIONS ON COGNITIVE AND DEV,Recognizing Tonal and Nontonal Mandarin Sentences for EEG-Based Brain-Computer Interface,exclude,off-topic,off-topic: Mandarin speech decoding,,,,,
SCR-0507,IEEE/WoS/Scopus,10.1109/tcds.2023.3270170,,2023,IEEE Transactions on Cognitive and Dev,EEG-Based Emotion Recognition Using Trainable Adjacency Relation Driven Graph Convolutional Net,include-candidate,include,EEG cross-subject emotion (journal),TARDGCN; SD (18-fold per subject) + SI (LOSO); DREAMER/DEAP; transductive adjacency (test set used for graph),subject-dependent + subject-independent (LOSO),no,,transductive graph uses test set for adjacency (disclosed)
SCR-0508,IEEE/WoS/Scopus,10.1109/tcds.2023.3293321,,2024,IEEE Transactions on Cognitive and Dev,A Hybrid End-to-End Spatiotemporal Attention Neural Network With Graph-Smooth Signals for EEG E,include-candidate,include,EEG cross-subject emotion (journal),spatiotemporal attention + TL; DEAP->DREAMER cross-dataset; target unseen in training,subject-independent + cross-dataset; TL,no,,
SCR-0509,IEEE,10.1109/tcds.2024.3391131,,2024,IEEE Transactions on Cognitive and Dev,Minimizing EEG Human Interference: A Study of an Adaptive EEG Spatial Feature Extraction With D,unclear-needs-fulltext,unclear-needs-fulltext,adaptive EEG spatial feature; construct unclear,,,,,
SCR-0510,IEEE/WoS/Scopus,10.1109/tcds.2024.3417534,,2025,IEEE Transactions on Cognitive and Dev,Cross-Subject Emotion Recognition From Multichannel EEG Signals Using Multivariate Decompositio,include-candidate,include,EEG cross-subject emotion (journal),multivariate decomposition + ensemble; LOSOCV; cross-subject,cross-subject; LOSO,no,,
SCR-0511,IEEE/WoS/Scopus,10.1109/tcds.2024.3432752,,2025,IEEE Transactions on Cognitive and Dev,GLADA: Global and Local Associative Domain Adaptation for EEG-Based Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),global-local associative DA; MMD; unlabeled target; subject-independent,subject-independent; UDA,no,,
SCR-0512,IEEE/WoS/Scopus,10.1109/tcds.2024.3470248,,2025,IEEE Transactions on Cognitive and Dev,Functional Connectivity Patterns Learning for EEG-Based Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),functional connectivity patterns; SD + SI; MPED/SEED/DREAMER; SI 28.8-89.9%,subject-dependent + subject-independent,no,,SEED SI 89.88% on high side; MPED SI 28.8% realistic
SCR-0513,IEEE/WoS/Scopus,10.1109/tcds.2025.3529669,,2025,IEEE Transactions on Cognitive and Dev,TRANSIT-EEG—A Framework for Cross-Subject Classification With Subject Specific Adaptation,unclear-needs-fulltext,unclear-needs-fulltext,generic cross-subject classification,,,,,
SCR-0514,IEEE/WoS/Scopus,10.1109/tcds.2025.3545666,,2025,IEEE Transactions on Cognitive and Dev,Cross-Subject and Cross-Session EEG Emotion Recognition Based on Multisource Structural Deep Cl,include-candidate,include,EEG cross-subject emotion (journal),multisource structural deep clustering; MMD; cross-subject + cross-session; SEED/SEED-IV,cross-subject/cross-session; UDA,no,,
SCR-0515,IEEE/WoS/Scopus,10.1109/tcds.2025.3552124,,2025,IEEE Transactions on Cognitive and Dev,Multimodal Discriminative Network for Emotion Recognition Across Individuals,include-candidate,include,EEG cross-subject emotion (journal),multimodal discriminative UDA; MMD; subject-independent (cross-individual),cross-subject; UDA (multimodal),no,,
SCR-0516,IEEE/WoS/Scopus,10.1109/tcds.2025.3555517,,2025,IEEE Transactions on Cognitive and Dev,CLARE: Cognitive Load Assessment in Real-Time With Multimodal Data,exclude,off-topic,off-topic: cognitive-load assessment,,,,,
SCR-0517,IEEE/WoS,10.1109/tcds.2025.3566229,,2025,IEEE Transactions on Cognitive and Dev,A Unified Physiological Signal Interaction Network for Cross-Dataset Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),10-fold random CV on entire DEAP (subject-mixed); cross-dataset claim,cross-dataset (claimed); 10-fold random,unclear,subject-mixed-kfold,10-fold CV randomly splits entire DEAP (subject-mixed) and hyperparams selected on CV accuracy; subject-level separation not evident despite cross-dataset framing
SCR-0518,IEEE/WoS/Scopus,10.1109/tcds.2025.3595203,,2026,IEEE Transactions on Cognitive and Dev,CIDDA: Classifier-Driven Implicit Discriminator Domain Adaptation for EEG-Based Emotion Recogni,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0519,Scopus,10.1109/tcds.2026.3661120,,2026,IEEE Transactions on Cognitive and Dev,HeteFedEEG: Prototype-Transfer Heterogeneous Federated Learning for EEG-based Emotion Recogniti,include-candidate,include,EEG cross-subject emotion (journal),heterogeneous federated learning; prototype transfer; cross-subject + cross-session; SEED,cross-subject/cross-session; federated,no,,
SCR-0520,IEEE/Scopus,10.1109/tcds.2026.3661567,,2026,IEEE Transactions on Cognitive and Dev,Low-Dimensional Matrix Discriminant Analysis of EEG Network Connectivity on Riemannian Manifold,unclear-needs-fulltext,unclear-needs-fulltext,EEG connectivity (Riemannian); construct unclear,Riemannian matrix discriminant; SD (leave-one-trial-out; leakage-aware) + SI (LOSO); 3 datasets,subject-dependent + subject-independent (LOSO),no,,leakage-aware (leave-one-trial-out to avoid temporal-correlation leakage)
SCR-0521,IEEE,10.1109/tce.2023.3325317,,2024,IEEE Transactions on Consumer Electron,DREAM: Deep Learning-Based Recognition of Emotions From Multiple Affective Modalities Using Con,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0522,IEEE/WoS/Scopus,10.1109/tce.2024.3524401,,2025,IEEE Transactions on Consumer Electron,Emotion Recognition Empowered Human-Computer Interaction With Domain Adaptation Network,include-candidate,include,EEG cross-subject emotion (journal),domain-adaptive branch; unlabeled/scarce target; SEED/SEED-IV/SEED-V,cross-subject; UDA,no,,
SCR-0523,IEEE,10.1109/tce.2026.3700485,,2026,IEEE Transactions on Consumer Electron,Structured Tokenization of BERT for Tabular Classification,exclude,not-eeg,"BERT tabular classification, not EEG",,,,,
SCR-0524,IEEE/WoS,10.1109/tcsii.2022.3163141,,2022,IEEE Transactions on Circuits and Syst,Efficient Sample and Feature Importance Mining in Semi-Supervised EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),semi-supervised (sJSFE); labeled session1 + unlabeled session2; cross-session,cross-session; semi-supervised,no,,
SCR-0525,IEEE/WoS/Scopus,10.1109/tcss.2022.3153660,,2022,IEEE Transactions on Computational Soc,Multi-Source Domain Transfer Discriminative Dictionary Learning Modeling for Electroencephalogr,include-candidate,include,EEG cross-subject emotion (journal),multi-source discriminative dictionary; few target labels; cross-subject,cross-subject; semi-supervised DA,no,,
SCR-0526,IEEE/WoS/Scopus,10.1109/tcss.2023.3298324,,2024,IEEE Transactions on Computational Soc,Cross-Cultural Emotion Recognition With EEG and Eye Movement Signals Based on Multiple Stacked ,include-candidate,include,EEG cross-subject emotion (journal),cross-cultural EEG+eye; ICSD (clip-split) + ICSI/CCSI (LOSO); SEED-CHN/GER/FRE,subject-independent (LOSO) + cross-cultural,no,,
SCR-0527,IEEE/WoS/Scopus,10.1109/tcss.2023.3314508,,2024,IEEE Transactions on Computational Soc,Discriminative Joint Knowledge Transfer With Online Updating Mechanism for EEG-Based Emotion Re,include-candidate,include,EEG cross-subject emotion (journal),discriminative joint knowledge transfer (TPT) + online updating; pseudo-labels; cross-subject,cross-subject; transductive DA,no,,
SCR-0528,IEEE,10.1109/tcss.2024.3412074,,2024,IEEE Transactions on Computational Soc,Dense Graph Convolutional With Joint Cross-Attention Network for Multimodal Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),dense graph cross-attention MER; SD (fivefold 80/20 within-subject) + SI; DEAP/SEED-IV,subject-dependent + subject-independent,no,,
SCR-0529,IEEE,10.1109/tcss.2024.3450717,,2025,IEEE Transactions on Computational Soc,Semantic Disentangling for Audiovisual Induced Emotion,unclear-needs-fulltext,unclear-needs-fulltext,audiovisual induced emotion; EEG unclear,,,,,
SCR-0530,IEEE,10.1109/tcss.2024.3488201,,2025,IEEE Transactions on Computational Soc,Ugan: Uncertainty-Guided Graph Augmentation Network for EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),uncertainty-guided graph augmentation; source-target (DA) / unseen target (DG); cross-subject,cross-subject; DA/DG,no,,
SCR-0531,IEEE/WoS/Scopus,10.1109/tcss.2024.3519300,,2025,IEEE Transactions on Computational Soc,MMDA: A Multimodal and Multisource Domain Adaptation Method for Cross-Subject Emotion Recogniti,include-candidate,include,EEG cross-subject emotion (journal),multimodal multisource UDA; LOSO; unlabeled target; SEED/GER/IV/V,cross-subject LOSO; UDA (multimodal),no,,
SCR-0532,IEEE/WoS/Scopus,10.1109/tcss.2025.3622319,,2026,IEEE Transactions on Computational Soc,Deep Representation Learning With Assisted Domain Adaptation for EEG-Based Cross-Subject Emotio,include-candidate,include,EEG cross-subject emotion (journal),deep rep learning + assisted DA; class-aware compactness; source-target; cross-subject,cross-subject; UDA,no,,
